Ref,Val,Package,PosX,PosY,Rot,Side
"J1","Conn_01x05","JST_PH_B5B-PH-K_1x05_P2.00mm_Vertical",10.550000,-4.000000,-90.000000,top
"J2","Conn_01x02","JST_PH_B2B-PH-K_1x02_P2.00mm_Vertical",17.700000,-4.000000,-90.000000,top
